ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
E08628,Diabetes mellitus due to underlying condition with other skin complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08630,Diabetes mellitus due to underlying condition with periodontal disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08630,Diabetes mellitus due to underlying condition with periodontal disease,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08638,Diabetes mellitus due to underlying condition with other oral complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08638,Diabetes mellitus due to underlying condition with other oral complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08641,Diabetes mellitus due to underlying condition with hypoglycemia with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08641,Diabetes mellitus due to underlying condition with hypoglycemia with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0865,Diabetes mellitus due to underlying condition with hyperglycemia,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0865,Diabetes mellitus due to underlying condition with hyperglycemia,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0869,Diabetes mellitus due to underlying condition with other specified complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0869,Diabetes mellitus due to underlying condition with other specified complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E088,Diabetes mellitus due to underlying condition with unspecified complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E088,Diabetes mellitus due to underlying condition with unspecified complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E089,Diabetes mellitus due to underlying condition without complications,END002,Diabetes mellitus without complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E089,Diabetes mellitus due to underlying condition without complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0900,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0900,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0910,Drug or chemical induced diabetes mellitus with ketoacidosis without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0910,Drug or chemical induced diabetes mellitus with ketoacidosis without coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0921,Drug or chemical induced diabetes mellitus with diabetic nephropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0921,Drug or chemical induced diabetes mellitus with diabetic nephropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0922,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0922,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0929,Drug or chemical induced diabetes mellitus with other diabetic kidney complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E0929,Drug or chemical induced diabetes mellitus with other diabetic kidney complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09321,Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E09321,Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E093211,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E093211,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E093212,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
E093212,"Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E09 Drug or chemical induced diabetes mellitu,Diabetes
